CÓDIGO,DESCRIÇÃO,DT_INI,DT_FIM,TIPO,CONTA SUPERIOR,NÍVEL,NATUREZA,ORIENTAÇÕES,Voltar Indice
1.02.01.03.70,Subconta - Ajuste a Valor Justo – Valores Mobiliários – No Exterior - Longo Prazo,01012015,,A,1.02.01.03,5,1,"Contas que registram os ajustes a valor justo positivos ou negativos efetuados sobre os ativos financeiros, inclusive decorrentes apenas de sua mensuração inicial. Referidos valores  deverão ser computados na apuração  Lucro Real quando da alienação ou baixa do ativo(arts. 49/53,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 5/6) sem prejuízo observância aos arts.  9º a 12 da Instrução Normativa SRF nº 213/2002. Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
1.02.01.03.90,Subconta – Adoção Inicial - Valores Mobiliários -  No Exterior – Longo Prazo,01012015,,A,1.02.01.03,5,1,"Contas que registram as diferenças positivas ou negativas, na data da adoção dos efeitos da Lei nº 12.973/2014, entre o valor do ativo mensurado de acordo as disposições da Lei nº 6.404/1976 e o valor mensurado pelos métodos e critérios vigentes em 31/12/2007(arts. 66/67, Lei nº 12.973/2014). Referidos valores  deverão ser computados na apuração  Lucro Real à medida da realização do bem, (arts. 164 e 167,  Instrução Normativa SRF nº 1.515/2014, cujos detalhes sobre a contabilização estão descritos em seu Anexo I,  exemplos 1/2), sem prejuízo observância aos arts.  9º a 12 da Instrução Normativa SRF nº 213/2002. Conforme disciplinado art. 169, § 9ª, Instrução Normativa SRF nº 1.515/2014, cada subconta de adoção inicial deve registrar individualmente a diferença de valor identificada em cada ativo.  Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 169, §6º, Instrução Normativa SRF nº 1.515/2014)",
1.02.01.05,ATIVOS FISCAIS DIFERIDOS - LONGO PRAZO,01012015,,S,1.02.01,4,1,,
1.02.01.05.01,Créditos Fiscais CSLL - Diferenças Temporárias e Base de Cálculo Negativa - Longo Prazo,01012015,,A,1.02.01.05,5,1,"Contas que registram o valor do tributo recuperável em período futuro relacionado a diferenças temporárias dedutíveis, compensação  de bases de cálculo negativas de CSLL e compensação de créditos fiscais. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",
1.02.01.05.02,Créditos Fiscais IRPJ - Diferenças Temporárias e Prejuízos Fiscais - Longo Prazo,01012015,,A,1.02.01.05,5,1,"Contas que registram o valor do tributo recuperável em período futuro relacionado a diferenças temporárias dedutíveis, compensação  de prejuízos ficais e compensação de créditos fiscais. Diferenças temporárias são divergências no valor contábil de ativo ou passivo no balanço e sua base fiscal, nos termos do CPC32.",
1.02.01.07,CRÉDITOS EM CONTENCIOSO - LONGO PRAZO,01012015,,S,1.02.01,4,1,,
1.02.01.07.01,Depósitos em Contencioso - Longo Prazo,01012015,,A,1.02.01.07,5,1,"Contas que registram os depósitos efetuados, decorrentes de demanda contenciosa, a qualquer título, pendentes de decisão, que se realizarão em período posterior ao exercício seguinte à data do balanço.",
1.02.01.07.10,Outros Créditos em Contencioso - Longo Prazo,01012015,,A,1.02.01.07,5,1,"Contas que registram créditos decorrentes de demanda contenciosa, de qualquer natureza, pendentes de decisão, que se realizarão em período posterior ao exercício seguinte à data do balanço.",
1.02.01.07.55,( - ) Perdas  por Redução ao Valor Recuperável (Impairment) -  Créditos em Contencioso – Longo Prazo,01012015,,A,1.02.01.07,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas impactantes no fluxo de caixa futuros estimados desses créditos em contecioso. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei nº 12.973/2014).",
1.02.01.08,TRIBUTOS A RECUPERAR – LONGO PRAZO,01012015,,S,1.02.01,4,1,,
1.02.01.08.01,IPI a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas que registram o IPI a recuperar no longo prazo.,
1.02.01.08.02,ICMS a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas que registram o ICMS a recuperar no longo prazo.,
1.02.01.08.03,PIS  a Recuperar - Crédito Básico - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas correspondentes ao PIS a recuperar após o final do período de apuração seguinte (longo prazo).,
1.02.01.08.04,PIS  a Recuperar - Crédito Presumido - Longo Prazo,01012015,,A,1.02.01.08,5,1,"Contas que registram o PIS a recuperar no longo prazo, decorrente de crédito presumido. ",
1.02.01.08.05,COFINS  a Recuperar - Crédito Básico - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas que registram a COFINS a recuperar  no longo prazo.,
1.02.01.08.06,COFINS  a Recuperar - Crédito Presumido - Longo Prazo,01012015,,A,1.02.01.08,5,1,"Contas que registram a COFINS a recuperar  no longo prazo, decorrente de crédito presumido. ",
1.02.01.08.07,CIDE a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas que registram a CIDE a recuperar no longo prazo.,
1.02.01.08.40,Outros Impostos e Contribuições a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,Contas que registram  outros impostos e contribuições a recuperar no longo prazo. Valores referentes ao ISSQN devem receber esta classificação. ,
1.02.01.08.50,(-) Juros a Apropriar Decorrentes de Ajuste a Valor Presente (AVP) -  Tributos a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,"Contas que registram os ajustes a valor presente efetuados sobre os tributos a recuperar. Referidos valores serão apropriados ao resultado pelo regime de competência e excluídos do Lucro Real. Não devem ser controlados em subcontas, mas na Parte B do eLalur, sendo seu montante adicionado ao Lucro Real no mesmo período em a receita ou resultado da operação deva ser tributada (art.4º, Lei 12.973/2014).",
1.02.01.08.55,(-) Perdas  por Redução ao Valor Recuperável (Impairment) -  Tributos a Recuperar - Longo Prazo,01012015,,A,1.02.01.08,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas impactantes no fluxo de caixa futuros estimados desses tributos a recuperar. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real (art. 32, Lei 12.973/2014).",
1.02.01.09,DESPESAS PAGAS ANTECIPADAMENTE - LONGO PRAZO,01012015,,S,1.02.01,4,1,,
1.02.01.09.01,Alugueis pagos Antecipadamente - Longo Prazo,01012015,,A,1.02.01.09,5,1,"Contas que registram  pagamentos antecipados de aluguéis, cujos benefícios à pessoa jurídica ocorrerão em período posterior ao exercício seguinte à data do balanço. São valores relativos a despesas que efetivamente pertencem a período posterior ao exercício seguinte à data do balanço.",
1.02.01.09.02,Prêmios de Seguros a Apropriar - Longo Prazo,01012015,,A,1.02.01.09,5,1,"Contas que registram  pagamentos antecipados de prêmios de seguros, cujos benefícios à pessoa jurídica ocorrerão durante o exercício seguinte. São valores relativos a despesas que efetivamente pertencem a período posterior ao exercício seguinte à data do balanço.",
1.02.01.09.03,Encargos Financeiros a Apropriar –Longo Prazo,01012015,,A,1.02.01.09,5,1,"Contas que registram  pagamentos antecipados de despesas financeiras, cujos benefícios à pessoa jurídica ocorrerão após término do exercício seguinte. São valores relativos a despesas que efetivamente pertencem a períodos posteriores ao exercício seguinte.",
1.02.01.09.09,Outros Custos e Despesas Pagos Antecipadamente - Longo Prazo,01012015,,A,1.02.01.09,5,1,"Contas que registram   demais pagamentos antecipados, que não possuem classificação específica neste plano de contas, cujos benefícios ou prestação de serviços à pessoa jurídica ocorrerão durante o exercício seguinte. São valores relativos a despesas que efetivamente pertencem a período posterior ao exercício seguinte à data do balanço.",
1.02.01.10,ATIVO BIOLÓGICO - LONGO PRAZO,01012015,,S,1.02.01,4,1,,
1.02.01.10.01,Ativo Biológico Consumível - Origem Animal – Pelo Valor Justo - Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram, nas empresas com atividade rural,  os  ativos biológicos consumíveis de origem animal, quando avaliados a valor justo. Nos termos do item 44 do CPC 29, seriam aqueles passíveis de serem colhidos como produto agrícola ou vendidos como ativos biológicos, como rebanhos de animais mantidos para a produção de carne, rebanhos mantidos para a venda, produção de peixe etc. Os produtos agrícolas devem receber classificação de estoques.",
1.02.01.10.02,Ativo Biológico Consumível - Origem Vegetal – Pelo Valor Justo - Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram, nas empresas com atividade rural, os ativos biológicos consumíveis de origem vegetal, quando avaliados a valor justo. Nos termos do item 44 do CPC 29, seriam aqueles passíveis de ser vendidos como ativos biológicos, como plantações de milho, cana-de-açúcar, soja, árvores para produção de madeira etc. Os produtos agrícolas devem receber classificação de estoques.",
1.02.01.10.10,Ativo Biológico Consumível - Origem Animal - Pelo Custo - Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram, nas empresas com atividade rural,  os  ativos biológicos consumíveis de origem animal, nos casos em que não seja possível mensurá-los ao valor justo, somente no reconhecimento inicial, devido a indisponibilidade de cotação de mercado e as alternativas não são, claramente, confiáveis. A pessoa jurídica que tenha mensurado previamente o ativo biológico ao seu valor justo, menos a despesa de venda, continuará a mensurá-lo assim até a sua venda. Nos termos do item 44 do CPC 29, seriam aqueles passíveis de serem colhidos como produto agrícola ou vendidos como ativos biológicos, como rebanhos de animais mantidos para a produção de carne, rebanhos mantidos para a venda, produção de peixe etc. Os produtos agrícolas devem receber classificação de estoques.",
1.02.01.10.11,Ativo Biológico Consumível - Origem Vegetal - Pelo Custo - Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram, nas empresas com atividade rural,  os  ativos biológicos consumíveis de origem animal, nos casos em que não seja possível mensurá-los ao valor justo, somente no reconhecimento inicial, devido a indisponibilidade de cotação de mercado e as alternativas não são, claramente, confiáveis. A pessoa jurídica que tenha mensurado previamente o ativo biológico ao seu valor justo, menos a despesa de venda, continuará a mensurá-lo assim até a sua venda. Nos termos do item 44 do CPC 29, seriam aqueles passíveis de serem colhidos como produto agrícola ou vendidos como ativos biológicos, como plantações de milho, cana-de-açúcar, soja, árvores para produção de madeira etc. Os produtos agrícolas devem receber classificação de estoques.",
1.02.01.10.55,( - ) Perdas  por Redução ao Valor Recuperável (Impairment) -  Ativos Biológicos Consumível – Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram as perdas estimadas com base em evidências objetivas que demonstrem a não recuperabilidade do valor contábil destes ativos biológicos. Esta conta também registra as eventuais reversões. Referidos valores deverão ser adicionados ao Lucro Real, mantidos na Parte B do eLalur até ocorrência da alienação ou baixa do ativo, quando poderão ser excluídos do Lucro Real(art. 32, Lei  nº 12.973/2014).",
1.02.01.10.70,Subconta - Ajuste a Valor Justo (AVJ) – Ativos Biológicos - Longo Prazo,01012015,,A,1.02.01.10,5,1,"Contas que registram os ajustes a valor justo  positivos ou negativos efetuados sobre ativos biológicos consumíveis. Referidos valores  deverão ser registrados líquidos da despesa de venda e computados na apuração  Lucro Real à medida que ativo for realizado(arts. 13/14, Lei nº 12.973/2014). Detalhes sobre a contabilização estão descritos no Anexo I, exemplos 5/6,  Instrução Normativa SRF nº 1.515/2014). Apenas no caso da conta contábil que registra o ativo consolidar vários itens de mesma natureza, pode-se  utilizar uma mesma subconta coletiva, desde que demonstre-os em razão auxiliar vinculado à ECD(art. 33, §3º, Instrução Normativa SRF nº 1.515/2014)",
